IgnoreStatement,IncludeSC,IncludeSCname,IncludeRate,IncludeRateName,IncludeRatePeriodNumber,IncludeSeasonName,ExcludeMap,Standby,IncludeMap,Geo,endUse,statementCharge/chargeName,typeCode,type,docNumber,dpsCaseNumber,datePublished,effectivePeriod/startDate,effectivePeriod/expectedEndDate,statementCharge/servicePeriod/startDate,statementCharge/servicePeriod/expectedEndDate,dpsCompanyId,dpsPscNumber,serviceType,iedrOrgAbbreviation,statementCharge/chargesComponent,statementCharge/chargeValue,measurementDefinition/unitOfMeasure,measurementDefinition/measurementSource,measurementInterval/mode,measurementInterval/kind,measurementInterval/per,measurementDefinition/calculationMethod,generalRuleRefs,sourceURL,dataDownloadURL
,11,Standby Service,11-9,General Service Day Night  - Standby,,,hasRetailAccess,STB,SC11,"A,B,C,D,E,F,G,H",,Merchant Function Charge,MFC,Merchant Function Charge,175,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.004025,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 25,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827827,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-8,Residential Day Night - Standby,,,hasRetailAccess,STB,SC11,"A,B,C,D,E,F,G,H",,Merchant Function Charge,MFC,Merchant Function Charge,175,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.003138,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 25,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827827,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-12,Residential ToU - Standby,,,hasRetailAccess,STB,SC11,"A,B,C,D,E,F,G,H",,Merchant Function Charge,MFC,Merchant Function Charge,175,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.003138,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 25,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827827,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-2,General Service with Demand - Standby,,,hasRetailAccess,STB,SC11,"A,B,C,D,E,F,G,H",,Merchant Function Charge,MFC,Merchant Function Charge,175,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.002116,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 25,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827827,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-3P,Primary Service with Demand - Standby,,,hasRetailAccess,STB,SC11,"A,B,C,D,E,F,G,H",,Merchant Function Charge,MFC,Merchant Function Charge,175,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.002116,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 25,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827827,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-3S,Subtransmission Service with Demand - Standby,,,hasRetailAccess,STB,SC11,"A,B,C,D,E,F,G,H",,Merchant Function Charge,MFC,Merchant Function Charge,175,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.002116,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 25,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827827,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-1,Time-of-Use Secondary Service - Standby,,,hasRetailAccess,STB,SC11,"A,B,C,D,E,F,G,H",,Merchant Function Charge,MFC,Merchant Function Charge,175,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.002116,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 25,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827827,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-2,Time-of-Use Primary Service - Standby,,,hasRetailAccess,STB,SC11,"A,B,C,D,E,F,G,H",,Merchant Function Charge,MFC,Merchant Function Charge,175,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.002116,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 25,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827827,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-3,Time-of-Use Subtransmission Service - Standby,,,hasRetailAccess,STB,SC11,"A,B,C,D,E,F,G,H",,Merchant Function Charge,MFC,Merchant Function Charge,175,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.002116,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 25,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827827,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-4,Time-of-Use Transmission Service - Standby,,,hasRetailAccess,STB,SC11,"A,B,C,D,E,F,G,H",,Merchant Function Charge,MFC,Merchant Function Charge,175,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,0.002116,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 25,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827827,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21L%5BK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,1,Residential Service,,,,,,,SC1,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000039,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,8,Residential Day Night Service,,,,,,,SC8,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.00004,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,12,Residential Service with Time-of-Use Metering,,,,,,,SC12,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000031,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,5,Outdoor Lighting Service,,,,,,,SC5,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000028,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,6,General Service,,,,,,,SC6,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000017,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,9,General Service - Day Night Service,,,,,,,SC9,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000012,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,2,General Service with Demand Metering,,,,,,,SC2,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.002258,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,3,Primary Service - 25 KW or more,3P,Primary Service with Demand,,,,,SC3,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.001488,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,3,Primary Service - 25 KW or more,3S,Subtransmission Service with Demand,,,,,SC3,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.001498,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,7,Large General Service with Time-of-Use Metering,7-1,Time-of-Use Secondary Service,,,,,SC7,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.001951,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,7,Large General Service with Time-of-Use Metering,7-2,Time-of-Use Primary Service,,,,,SC7,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.001477,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,7,Large General Service with Time-of-Use Metering,7-3,Time-of-Use Subtransmission Service,,,,,SC7,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000515,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,7,Large General Service with Time-of-Use Metering,7-4,Time-of-Use Transmission Service,,,,,SC7,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000227,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-1,Residential Regular - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000039,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-8,Residential Day Night - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.00004,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-12,Residential ToU - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000031,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-6,General Service Regular - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000017,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-9,General Service Day Night  - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000012,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-2,General Service with Demand - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000125,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-3P,Primary Service with Demand - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000083,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-3S,Subtransmission Service with Demand - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000082,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-1,Time-of-Use Secondary Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000109,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-2,Time-of-Use Primary Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000084,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-3,Time-of-Use Subtransmission Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000031,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,11,Standby Service,11-7-4,Time-of-Use Transmission Service - Standby,,,,STB,SC11,"A,B,C,D,E,F,G,H",,Late Payment Charge and Other Waived Fees (“OTH”) Surcharge,OTH,Other Charges and Adjustments,4,,4/22/24,5/1/24,,5/1/24,,3569018,120,Electric,NYE,delivery,0.000016,kW,demand,PERIOD,MONTH,1,max,General Information Section 51,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825535,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJW%29%22%5CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,1,Residential Service,,,,,,,SC1,"A,B,C,D,E,F,G,H",RAD,Residential Agricultural Discount,RAD,Residential Agricultural Disc.,123,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,-0.03195,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 33,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827835,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21%3CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,8,Residential Day Night Service,,,,,,,SC8,"A,B,C,D,E,F,G,H",RAD,Residential Agricultural Discount,RAD,Residential Agricultural Disc.,123,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,-0.03195,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 33,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827835,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21%3CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,12,Residential Service with Time-of-Use Metering,,,,,,,SC12,"A,B,C,D,E,F,G,H",RAD,Residential Agricultural Discount,RAD,Residential Agricultural Disc.,123,,10/21/24,11/1/24,,11/1/24,,3569018,120,Electric,NYE,delivery,-0.03195,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Section 33,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2827835,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EZO%2C%21%3CCK4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,1,Residential Service,,,,,,,SC1,"A,B,C,D,E,F,G,H",,Rate Adjustment Mechanism,RAM,Rate Adjustment Mechanism,6,,5/29/24,7/1/24,,7/1/24,,3569018,120,Electric,NYE,delivery,0.002949,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 38,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825977,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%28%21%5C%23K4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
,8,Residential Day Night Service,,,,,,,SC8,"A,B,C,D,E,F,G,H",,Rate Adjustment Mechanism,RAM,Rate Adjustment Mechanism,6,,5/29/24,7/1/24,,7/1/24,,3569018,120,Electric,NYE,delivery,0.002832,kWh,energy,PERIOD,MONTH,1,by_metered_quantity,General Information Rule 38,https://ets.dps.ny.gov/ets_web/search/searchSubmissionID.cfm?sub_id=2825977,https://ets.dps.ny.gov/ets_web/search/showPDF.cfm?G%3E%29S2%3DJ9JSBW%27%5EJO%28%21%5C%23K4%3FXVAHQQ%3AW%2FLJ%5B%5E%3AICSBNKB%5FC%2A69NBFZ%0A
